student_id,department,year_of_study,residence_type,record_date,sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,class_attendance_hours,break_hours,assignments_due_count,tests_upcoming_count,submission_deadline_proximity,lab_hours,project_work_hours,stress_level,mood_score,fatigue_level,motivation_score
1053,CSE,1,Hosteller,10-03-2025,6.6,3.7,2.9,2.9,30,5.5,1.4,2,1,1,1.9,2.3,9,5.0,6,6
1053,CSE,1,Hosteller,11/03/2025,7.4,7.1,1.0,1.0,38,5.3,2.6,2,2,8,1.0,2.9,8,8.0,8,6
1053,CSE,1,Hosteller,2025-03-12,6.3,4.5,4.6,3.9,31,4.2,1.1,2,0,7,1.7,1.0,7,5.0,7,9
1053,CSE,1,Hosteller,13-03-2025,7.6,8.0,4.0,0.7,3,2.0,1.7,1,1,6,1.2,0.4,10,7.0,7,4
1053,CSE,1,Hosteller,14-03-2025,5.6,7.4,5.2,3.9,16,4.8,1.3,0,0,2,3.1,2.2,5,4.0,8,7
1053,CSE,1,Hosteller,15/03/2025,7.9,6.9,2.8,2.8,7,3.1,1.3,0,0,4,2.6,2.7,7,6.0,5,7
1053,CSE,1,Hosteller,16/03/2025,6.5,6.5,6.5,4.4,45,5.4,1.4,4,1,13,3.3,1.3,10,,5,9
1053,CSE,1,Hosteller,03/17/2025,6.3,10.5,7.5,3.4,6,5.5,1.1,1,1,2,0.6,0.3,8/10,8.0,8,6
1053,CSE,1,Hosteller,18-03-2025,6.5,4.3,2.3,2.3,36,4.4,1.5,3,2,9,1.7,3.5,9,6.0,4,8
1053,CSE,1,Hosteller,19/03/2025,6.2,6.5,3.4,1.7,17,4.6,2.3,1,1,8,0.2,1.7,8,3.0,8,3
1053,CSE,1,Hosteller,20-03-2025,5.6,2.1,8.6,3.1,44,2.6,2.0,2,2,4,1.8,2.4,8,6.0,6,5
1053,CSE,1,Hosteller,21-03-2025,7.1,6.4,8.9,2.3,44,1.7,1.3,1,1,0,3.0,1.5,6,,6,6
1053,CSE,1,Hosteller,2025-03-22,4.7,6.4,3.0,2.3,15,2.2,2.4,0,2,7,2.9,2.6,10,6.0,7,4
1053,CSE,1,Hosteller,23/03/2025,6.8,4.7,4.6,3.0,35,4.3,3.2,2,2,13,0.3,3.1,10,4.0,5,8
1053,CSE,1,Hosteller,24-03-2025,5.6,3.1,7.8,3.2,21,3.0,1.9,1,0,9,1.7,1.9,6,4.0,7,8
1053,CSE,1,Hosteller,03/25/2025,5.8,4.8,4.2,1.9,51,4.0,0.9,2,2,8,0.4,0.2,10,5.0,5,4
1053,CSE,1,Hosteller,26/03/2025,4.1,4.4,6.2,3.0,38,4.6,1.8,4,1,14,0.8,2.9,10,5.0,8,8
1053,CSE,1,Hosteller,27/03/2025,5.8,4.2,7.6,0.9,13,1.6,2.5,5,2,7,2.4,3.5,10,4.0,9,8
1053,CSE,1,Hosteller,2025-03-28,5.6,9.8,6.0,2.9,35,2.3,2.1,0,1,9,1.8,2.0,9,4.0,9,7
1053,CSE,1,Hosteller,2025-03-29,7.4,7.5,7.9,2.3,34,2.9,1.7,0,0,11,3.0,2.4,6,7.0,6,5
1053,CSE,1,Hosteller,30/03/2025,,6.8,2.3,0.8,27,,1.9,2,0,4,0.7,0.6,7,,8,5
1053,CSE,1,Hosteller,03/31/2025,7.9,8.9,8.2,3.3,0,2.3,2.2,1,1,5,3.1,2.7,10,5.0,6,9
1054,MECH,1,Hosteller,01-01-2025,6.1,4.2,6.7,3.2,37,4.1,2.2,4,3,6,0.0,0.0,10,6.0,6,6
1054,MECH,1,Hosteller,02-01-2025,4.4,5.3,6.5,3.6,17,5.2,2.0,0,0,6,1.0,2.9,7,6.0,6,7
1054,MECH,1,Hosteller,03/01/2025,9.0,6.8,5.6,3.0,2,0.0,1.5,0,1,2,2.5,1.5,10,5.0,5,3
1054,MECH,1,Hosteller,04/01/2025,,5.6,6.0,2.0,40,1.3,2.0,2,0,7,1.6,1.2,7,,9,5
1054,MECH,1,Hosteller,05-01-2025,5.4,4.7,4.1,3.0,22,1.7,2.2,1,0,14,2.0,2.2,6,6.0,6,5
1054,MECH,1,Hosteller,2025-01-06,4.0,4.7,5.5,3.5,42,1.8,1.4,1,1,11,0.9,2.9,8,4.0,10,6
1054,MECH,1,Hosteller,2025-01-07,6.7,1.6,6.3,3.5,51,4.1,1.7,0,1,6,3.4,1.4,6,8.0,5,7
1054,MECH,1,Hosteller,08-01-2025,5.5,4.6,6.8,2.3,7,3.6,2.5,0,1,3,2.0,0.5,8,6.0,7,5
1054,MECH,1,Hosteller,01/09/2025,8.8,9.5,2.7,2.7,61,0.5,1.2,1,1,4,1.5,2.3,3,5.0,4,5
1054,MECH,1,Hosteller,2025-01-10,7.0,6.9,7.9,2.5,26,5.9,1.2,1,1,10,2.4,0.0,9,5.0,5,5
1054,MECH,1,Hosteller,11-01-2025,5.0,1.3,6.2,2.7,0,1.4,2.2,1,1,11,2.0,2.4,7,5.0,6,7
1054,MECH,1,Hosteller,12/01/2025,5.8,1.8,6.6,0.8,6,4.5,1.7,1,0,14,1.4,1.3,6,5.0,7,9
1054,MECH,1,Hosteller,2025-01-13,2.0,4.0,6.7,3.1,23,3.4,0.7,1,1,6,2.0,2.4,6,5.0,3,8
1054,MECH,1,Hosteller,2025-01-14,7.6,2.1,3.1,2.4,0,3.1,0.4,0,1,5,2.4,3.7,6,3.0,6,7
1054,MECH,1,Hosteller,2025-01-15,3.3,2.5,8.5,2.3,45,5.5,0.8,1,1,12,3.0,1.7,8,6.0,10,9
1054,MECH,1,Hosteller,01/16/2025,7.6,3.7,5.6,3.2,5,5.2,1.7,0,2,8,1.1,2.8,8,5.0,6,6
1054,MECH,1,Hosteller,17/01/2025,6.4,5.7,6.5,2.3,0,3.8,0.5,1,2,6,2.2,1.6,8,8.0,5,7
1054,MECH,1,Hosteller,01/18/2025,7.5,3.3,3.9,3.5,10,2.8,1.0,0,1,2,1.4,3.3,9,2.0,8,9
1054,MECH,1,Hosteller,2025-01-19,6.3,3.3,4.2,4.2,38,1.1,3.9,1,1,3,0.0,0.7,8,7.0,5,7
1054,MECH,1,Hosteller,2025-01-20,3.2,1.7,7.7,3.3,9,2.5,1.7,1,1,7,3.2,1.7,7,4.0,7,6
1054,MECH,1,Hosteller,21/01/2025,8.2,3.3,4.5,1.8,37,4.4,0.2,2,0,1,1.6,2.6,7,6.0,7,9
1054,MECH,1,Hosteller,01/22/2025,6.4,4.2,5.9,2.9,58,0.4,1.5,0,1,6,0.9,0.3,8,4.0,7,5
1054,MECH,1,Hosteller,23/01/2025,6.3,3.5,5.1,3.3,41,3.5,0.8,1,1,11,0.0,2.1,7,4.0,6,7
1054,MECH,1,Hosteller,24-01-2025,5.1,5.3,6.5,2.3,47,5.5,1.2,1,1,13,2.4,1.1,9,6.0,8,8
1054,MECH,1,Hosteller,2025-01-25,6.5,8.2,8.7,0.6,0,4.1,0.0,3,1,6,1.4,1.5,10,5.0,6,6
1054,MECH,1,Hosteller,01/26/2025,9.0,5.5,1.6,1.6,18,4.6,0.6,1,0,0,0.3,1.3,8,6.0,7,8
1054,MECH,1,Hosteller,27-01-2025,6.4,5.4,1.7,1.7,44,4.6,1.4,0,0,1,0.2,1.8,6,9.0,8,8
1054,MECH,1,Hosteller,28/01/2025,7.9,4.0,6.7,5.2,21,3.8,1.8,0,0,5,1.5,0.9,8,8.0,4,9
1054,MECH,1,Hosteller,29/01/2025,6.8,4.5,4.4,2.9,51,2.5,3.0,2,2,7,2.5,4.3,10,5.0,7,6
1054,MECH,1,Hosteller,2025-01-30,6.5,3.1,7.3,4.1,24,4.2,1.2,0,1,1,1.0,2.4,8,5.0,8,4
1054,MECH,1,Hosteller,31-01-2025,8.9,2.3,6.4,3.1,2,4.3,2.3,1,3,8,1.0,2.3,8,5.0,6,6
1054,MECH,1,Hosteller,01/02/2025,7.4,3.3,6.5,1.4,42,2.5,2.0,1,1,11,2.3,3.0,8,7.0,6,3
1054,MECH,1,Hosteller,02/02/2025,6.6,3.2,4.9,1.2,32,2.8,1.5,1,1,2,2.2,1.1,5,6.0,6,6
1054,MECH,1,Hosteller,02/03/2025,,6.9,3.1,3.1,61,,2.0,4,1,13,1.8,1.2,9,,5,6
1054,MECH,1,Hosteller,04-02-2025,5.2,3.9,7.1,2.5,53,5.3,1.3,2,1,13,1.1,0.9,9,5.0,6,7
1054,MECH,1,Hosteller,2025-02-05,7.4,2.7,3.0,3.0,18,6.0,2.2,0,1,2,1.8,1.1,6,9.0,8,8
1054,MECH,1,Hosteller,2025-02-06,6.5,3.4,8.1,4.3,20,4.0,1.7,1,2,9,0.1,0.7,6,5.0,5,5
1054,MECH,1,Hosteller,02/07/2025,3.0,8.8,5.4,2.9,0,2.1,1.8,1,0,2,1.1,2.1,10,4.0,9,6
1054,MECH,1,Hosteller,08/02/2025,,0.9,5.4,1.2,75,,2.7,2,2,1,0.6,3.6,9,,7,6
1054,MECH,1,Hosteller,2025-02-09,7.4,5.1,7.0,2.6,0,4.5,1.9,2,1,2,1.3,2.4,7,7.0,7,7
1054,MECH,1,Hosteller,2025-02-10,5.6,1.7,4.4,4.4,26,3.3,2.0,3,1,10,1.6,5.4,9,5.0,8,7
1054,MECH,1,Hosteller,02/11/2025,6.1,5.8,3.5,1.4,23,4.1,1.2,0,1,10,3.2,1.6,9,5.0,7,4
1054,MECH,1,Hosteller,12/02/2025,6.3,6.1,5.3,3.4,8,4.1,1.8,0,1,2,1.4,1.1,9/10,5.0,5,5
1054,MECH,1,Hosteller,13-02-2025,5.2,7.6,1.4,1.4,34,6.0,0.5,1,1,5,0.7,3.2,9,,9,7
1054,MECH,1,Hosteller,2025-02-14,6.9,4.0,11.5,4.8,26,4.1,1.0,1,0,3,1.8,0.5,8,2.0,7,6
1054,MECH,1,Hosteller,15-02-2025,5.8,4.4,8.7,2.1,49,2.7,2.3,2,0,14,2.1,0.2,8,5.0,5,4
1054,MECH,1,Hosteller,2025-02-16,5.6,4.8,6.5,2.9,10,5.3,1.9,1,0,7,2.4,2.8,6,4.0,7,5
1054,MECH,1,Hosteller,2025-02-17,7.6,4.7,4.6,3.7,0,3.1,1.8,1,2,13,1.3,1.8,10,5.0,6,3
1054,MECH,1,Hosteller,02/18/2025,6.6,6.1,6.5,3.6,30,3.9,1.1,2,0,6,1.9,2.2,9,2.0,7,7
1054,MECH,1,Hosteller,2025-02-19,,3.1,5.3,4.0,0,,2.2,3,3,7,0.0,2.0,10,,4,7
1054,MECH,1,Hosteller,2025-02-20,3.7,6.5,4.2,4.2,41,3.9,2.6,3,0,9,2.4,4.3,7,7.0,10,7
1054,MECH,1,Hosteller,21/02/2025,9.0,6.8,6.6,3.4,17,4.3,2.8,2,1,0,0.6,2.3,8,7.0,3,3
1054,MECH,1,Hosteller,22-02-2025,5.8,4.8,9.6,3.5,0,1.7,0.3,1,1,12,0.7,3.0,8,2.0,8,7
1054,MECH,1,Hosteller,23-02-2025,4.7,5.3,6.0,3.2,62,2.5,1.5,0,1,14,0.7,1.6,6,7.0,7,5
1054,MECH,1,Hosteller,24-02-2025,5.3,2.2,2.2,2.2,38,2.9,2.2,1,2,5,0.0,2.6,8,4.0,7,8
1054,MECH,1,Hosteller,2025-02-25,,4.3,6.6,3.1,30,,1.3,1,1,3,1.4,1.3,7,,7,7
1054,MECH,1,Hosteller,26/02/2025,,5.9,8.4,1.7,11,,2.6,2,0,0,0.5,3.8,7,,10,6
1054,MECH,1,Hosteller,2025-02-27,7.5,4.4,8.8,2.5,20,2.8,2.8,0,2,0,0.1,2.1,6,5.0,3,8
1054,MECH,1,Hosteller,28-02-2025,4.2,4.3,5.4,1.8,34,3.1,3.6,1,0,5,1.3,1.3,7,8.0,9,8
1054,MECH,1,Hosteller,2025-03-01,5.1,3.5,2.8,2.8,12,2.3,2.2,2,0,10,1.0,1.9,6,7.0,8,8
1054,MECH,1,Hosteller,2025-03-02,5.7,4.5,7.1,2.5,51,3.5,0.7,2,0,3,1.7,3.6,6,7.0,7,4
1054,MECH,1,Hosteller,03-03-2025,4.3,5.5,6.4,2.1,42,3.6,2.1,1,1,12,0.5,1.6,9,1.0,7,3
1054,MECH,1,Hosteller,04-03-2025,6.5,4.6,8.0,2.6,58,1.2,1.9,0,0,11,2.2,2.0,7,5.0,7,4
1054,MECH,1,Hosteller,05/03/2025,6.6,9.2,4.6,3.4,29,4.2,1.9,1,0,0,1.6,1.6,9,5.0,7,4
1054,MECH,1,Hosteller,2025-03-06,8.0,4.5,7.6,3.6,61,6.0,2.3,1,3,8,1.4,3.1,9,5.0,6,5
1054,MECH,1,Hosteller,03/07/2025,4.8,6.1,5.2,4.3,34,4.0,1.8,3,0,13,0.6,2.3,9,5.0,10,6
1054,MECH,1,Hosteller,08-03-2025,7.6,3.1,4.0,4.0,11,2.5,2.3,1,0,5,0.1,2.5,6,6.0,4,6
1054,MECH,1,Hosteller,09-03-2025,7.1,6.2,4.0,3.5,47,1.9,1.2,1,1,9,1.8,1.9,6,8.0,8,5
1054,MECH,1,Hosteller,10/03/2025,8.0,3.6,6.7,4.4,41,1.0,1.8,3,2,14,2.3,2.2,8,6.0,6,7
1054,MECH,1,Hosteller,2025-03-11,4.7,6.9,6.6,3.2,0,0.5,2.4,2,1,6,1.7,1.6,10,5.0,8,7
1054,MECH,1,Hosteller,12-03-2025,4.7,7.7,5.4,0.7,39,3.1,3.1,2,1,3,2.6,3.5,7,3.0,10,7
1054,MECH,1,Hosteller,03/13/2025,7.6,4.7,4.8,2.8,23,4.9,1.3,3,0,1,2.2,0.7,8,4.0,4,10
1054,MECH,1,Hosteller,14-03-2025,7.9,7.3,4.6,3.2,35,4.7,1.9,3,3,5,0.8,2.9,10,3.0,7,6
1054,MECH,1,Hosteller,15/03/2025,8.5,5.2,4.8,3.6,0,2.4,1.3,2,1,0,3.1,0.0,10,4.0,3,6
1054,MECH,1,Hosteller,03/16/2025,,5.1,4.5,2.7,32,,1.0,1,1,10,2.9,1.3,8,,6,6
1054,MECH,1,Hosteller,17/03/2025,7.2,6.2,6.1,4.2,7,3.5,1.8,0,3,0,0.6,2.3,High,5.0,15,4
1054,MECH,1,Hosteller,18/03/2025,6.5,9.7,4.0,4.0,46,3.1,2.1,0,0,3,1.3,1.9,9,5.0,10,8
1054,MECH,1,Hosteller,2025-03-19,8.4,4.0,5.2,2.9,9,2.7,0.5,0,0,3,0.2,1.6,4,8.0,5,8
1054,MECH,1,Hosteller,03/20/2025,5.8,8.5,7.0,3.1,34,3.2,2.9,1,1,10,2.6,1.6,10,1.0,10,6
1054,MECH,1,Hosteller,03/21/2025,8.5,5.6,4.6,4.6,3,5.7,1.6,2,1,10,1.1,0.0,9,6.0,4,6
1054,MECH,1,Hosteller,2025-03-22,5.3,6.5,6.8,5.2,26,4.7,1.5,2,3,0,3.1,3.4,9,4.0,10,7
1054,MECH,1,Hosteller,23-03-2025,6.1,5.4,6.3,2.7,54,6.0,1.5,1,2,14,1.2,1.7,High,,8,7
1054,MECH,1,Hosteller,03/24/2025,7.4,6.4,7.1,1.8,46,2.9,1.2,3,3,6,2.7,3.6,10,5.0,7,6
1054,MECH,1,Hosteller,25/03/2025,4.1,3.8,3.5,3.5,60,4.2,0.8,2,2,12,2.6,2.1,7,5.0,9,4
1054,MECH,1,Hosteller,26-03-2025,8.0,6.3,8.6,2.3,39,1.4,2.1,0,1,1,1.4,0.4,7,3.0,6,8
1054,MECH,1,Hosteller,2025-03-27,8.1,7.0,3.7,0.0,32,3.8,1.3,2,0,4,3.2,1.7,9,4.0,5,8
1054,MECH,1,Hosteller,03/28/2025,6.7,7.1,5.6,2.0,65,4.7,1.1,4,1,9,0.0,2.7,10,6.0,9,8
1054,MECH,1,Hosteller,29/03/2025,6.2,3.7,8.2,3.9,47,2.4,2.6,0,2,10,1.4,0.5,6,7.0,6,9
1054,MECH,1,Hosteller,30-03-2025,6.0,11.3,5.5,1.6,76,2.4,0.9,1,0,10,2.7,2.0,9,7.0,10,5
1054,MECH,1,Hosteller,31-03-2025,6.2,8.7,5.6,1.8,22,4.5,2.1,0,1,5,3.0,1.7,7,5.0,7,8
1055,IT,1,Hosteller,01/01/2025,8.4,6.4,4.4,2.7,53,2.9,1.8,3,0,10,2.5,1.5,8,7.0,5,5
1055,IT,1,Hosteller,02/01/2025,4.1,4.5,5.4,1.6,42,2.0,1.5,1,1,13,1.2,0.4,7,5.0,9,7
1055,IT,1,Hosteller,01/03/2025,5.2,5.1,4.8,3.4,9,4.7,3.0,3,2,1,1.3,0.4,8,7.0,7,7
1055,IT,1,Hosteller,04/01/2025,6.8,4.3,9.6,3.4,2,3.4,1.4,1,1,0,2.6,1.2,8,2.0,7,6
1055,IT,1,Hosteller,05-01-2025,7.6,1.4,3.3,3.2,9,2.4,1.9,2,0,6,2.3,1.0,9,6.0,7,7
1055,IT,1,Hosteller,2025-01-06,7.8,4.0,6.3,1.2,4,5.2,1.8,2,0,8,1.7,3.5,9,4.0,4,5
1055,IT,1,Hosteller,2025-01-07,8.2,6.0,3.0,2.7,52,2.3,1.8,0,1,3,2.5,1.6,8,6.0,6,8
1055,IT,1,Hosteller,2025-01-08,8.2,3.2,7.6,1.6,0,4.4,4.2,0,2,9,2.7,1.4,5,6.0,6,10
1055,IT,1,Hosteller,09-01-2025,6.9,3.4,5.7,3.1,30,3.6,0.0,1,2,4,1.7,2.3,7,6.0,9,6
1055,IT,1,Hosteller,10/01/2025,7.4,1.6,5.6,1.4,0,4.1,2.2,0,0,11,3.0,4.1,6,7.0,5,6
1055,IT,1,Hosteller,11-01-2025,6.4,5.8,8.5,3.2,31,1.3,2.1,1,0,12,2.1,2.9,9,7.0,7,6
1055,IT,1,Hosteller,2025-01-12,6.2,3.5,5.3,1.7,8,6.0,1.1,2,2,9,2.9,1.8,9,5.0,8,7
1055,IT,1,Hosteller,13-01-2025,6.9,2.0,7.5,4.2,27,3.2,2.0,0,1,0,3.4,3.4,4,8.0,4,7
1055,IT,1,Hosteller,14/01/2025,4.9,7.8,7.8,1.2,31,4.1,1.1,1,0,5,2.2,2.2,7,8.0,10,7
1055,IT,1,Hosteller,15-01-2025,4.2,3.6,9.3,3.4,27,2.9,2.1,5,2,4,0.4,1.7,10,6.0,5,6
1055,IT,1,Hosteller,16/01/2025,6.0,4.1,9.1,2.0,65,1.1,2.2,1,0,2,0.4,1.2,10,6.0,6,3
1055,IT,1,Hosteller,2025-01-17,6.8,8.5,5.9,0.1,21,2.8,0.8,1,1,3,0.9,3.7,9,3.0,9,6
1055,IT,1,Hosteller,18/01/2025,6.9,3.6,3.8,2.7,46,3.0,3.4,0,0,3,2.5,1.3,5,7.0,9,7
1055,IT,1,Hosteller,01/19/2025,7.0,1.4,2.6,2.6,9,3.5,0.6,1,3,11,1.2,1.4,6,9.0,5,6
1055,IT,1,Hosteller,01/20/2025,6.3,3.7,5.8,3.3,37,4.2,2.3,1,0,2,1.7,1.1,5,3.0,7,10
1055,IT,1,Hosteller,2025-01-21,7.6,2.2,6.8,2.5,21,3.6,2.2,1,3,5,2.6,4.0,8,6.0,5,6
1055,IT,1,Hosteller,22/01/2025,6.4,7.5,3.7,3.7,21,3.4,2.3,0,0,8,0.6,1.1,7,6.0,10,8
1055,IT,1,Hosteller,01/23/2025,5.1,2.6,7.6,0.5,28,5.2,1.6,0,1,10,1.3,1.6,7,6.0,7,9
1055,IT,1,Hosteller,2025-01-24,8.0,5.5,4.9,2.8,25,2.6,0.9,1,0,12,0.4,2.5,8,2.0,7,7
1055,IT,1,Hosteller,01/25/2025,7.8,4.0,8.9,3.1,43,4.8,1.2,2,1,3,2.2,1.8,6,10.0,5,6
1055,IT,1,Hosteller,26-01-2025,6.6,5.6,7.0,3.9,34,2.9,1.8,1,1,5,1.4,4.1,7,6.0,7,6
1055,IT,1,Hosteller,2025-01-27,7.0,5.5,5.6,1.8,66,3.7,1.0,2,1,3,0.5,2.4,9,8.0,6,6
1055,IT,1,Hosteller,28-01-2025,5.3,0.0,2.5,1.8,68,4.9,0.8,1,0,14,0.0,1.2,4/10,8.0,5,7
1055,IT,1,Hosteller,29-01-2025,6.5,6.9,8.3,1.5,38,2.3,1.9,0,0,12,2.8,2.0,9,5.0,10,5
1055,IT,1,Hosteller,30/01/2025,6.9,1.9,3.0,3.0,22,1.4,2.3,3,2,9,2.4,0.0,9,5.0,3,6
1055,IT,1,Hosteller,01/31/2025,6.0,5.1,5.8,3.4,43,0.0,3.1,0,3,8,0.4,1.7,10,6.0,6,4
1055,IT,1,Hosteller,01/02/2025,7.5,0.0,8.2,0.9,0,3.0,0.9,5,1,2,1.0,1.6,7,3.0,4,6
1055,IT,1,Hosteller,2025-02-02,8.1,3.3,5.3,2.6,40,2.8,2.7,2,0,10,3.4,1.5,5,7.0,5,7
1055,IT,1,Hosteller,03/02/2025,6.1,5.3,6.5,2.4,27,3.3,2.3,1,0,1,2.2,1.7,7,4.0,5,5
1055,IT,1,Hosteller,04-02-2025,7.8,4.0,6.7,5.3,16,3.3,1.6,0,1,1,0.2,2.5,7,3.0,7,8
1055,IT,1,Hosteller,05-02-2025,7.4,4.7,4.6,1.6,27,3.5,2.7,1,1,0,1.7,1.7,8,3.0,5,7
1055,IT,1,Hosteller,06-02-2025,9.0,5.3,6.9,1.5,18,4.3,1.5,0,0,3,1.8,3.1,5/10,6.0,6,6
1055,IT,1,Hosteller,07-02-2025,6.0,4.1,7.5,4.8,26,3.7,1.6,0,1,1,1.5,1.8,5,7.0,7,8
1055,IT,1,Hosteller,08-02-2025,5.3,7.6,9.8,2.7,45,1.1,0.8,0,0,9,2.1,2.5,High,4.0,8,7
1055,IT,1,Hosteller,2025-02-09,6.1,8.1,5.6,4.1,24,3.9,2.7,1,1,3,1.2,2.5,7,4.0,7,5
1055,IT,1,Hosteller,10/02/2025,6.5,4.6,7.5,2.5,50,5.1,1.3,1,0,6,0.0,0.7,6,3.0,6,4
1055,IT,1,Hosteller,11-02-2025,6.4,6.0,4.5,4.5,24,2.2,0.7,1,0,4,4.0,3.1,7,3.0,7,6
1055,IT,1,Hosteller,12-02-2025,5.7,3.7,8.9,2.8,17,6.0,1.2,1,0,11,1.2,1.3,5,5.0,8,8
1055,IT,1,Hosteller,13/02/2025,6.2,2.8,3.6,2.1,25,2.6,2.2,0,1,3,2.2,0.0,6,5.0,5,5
1055,IT,1,Hosteller,14-02-2025,5.4,2.3,4.1,2.5,7,3.4,2.1,0,0,2,1.7,1.4,5,7.0,5,5
1055,IT,1,Hosteller,02/15/2025,6.0,3.9,4.9,3.7,59,2.5,1.8,2,1,4,0.0,0.1,9,6.0,9,8
1055,IT,1,Hosteller,16/02/2025,5.9,4.0,6.8,3.9,40,0.5,0.9,1,2,9,1.8,3.1,10,3.0,7,5
1055,IT,1,Hosteller,17-02-2025,3.7,4.7,8.4,2.0,36,4.3,1.4,3,0,10,0.6,0.8,7,4.0,9,8
1055,IT,1,Hosteller,18/02/2025,6.5,5.3,4.0,2.2,45,3.4,0.2,0,1,4,2.3,3.1,7,7.0,4,8
1055,IT,1,Hosteller,02/19/2025,5.6,6.0,6.9,1.8,4,2.5,1.8,1,0,1,1.0,2.4,9,6.0,6,5
1055,IT,1,Hosteller,20/02/2025,4.6,3.5,10.3,3.0,24,0.9,0.0,1,0,6,2.6,1.7,5,7.0,9,7
1055,IT,1,Hosteller,21/02/2025,4.8,5.3,6.5,2.6,49,5.6,2.0,1,3,2,1.5,0.1,8,5.0,9,5
1055,IT,1,Hosteller,22/02/2025,7.9,6.1,9.5,2.8,41,3.8,0.4,1,2,7,2.6,1.2,8,7.0,4,6
1055,IT,1,Hosteller,23/02/2025,6.4,3.1,7.6,1.7,7,5.3,2.5,2,0,8,0.0,0.8,8,8.0,8,7
1055,IT,1,Hosteller,24-02-2025,8.2,3.2,5.2,1.1,21,3.9,1.8,1,2,12,1.5,2.4,9,6.0,3,7
1055,IT,1,Hosteller,25/02/2025,9.0,4.1,9.6,4.2,49,3.6,3.1,1,1,13,2.0,0.8,10,5.0,4,6
1055,IT,1,Hosteller,26/02/2025,6.0,4.0,6.9,2.6,0,4.3,3.2,3,0,0,0.0,1.9,9,4.0,4,7
1055,IT,1,Hosteller,2025-02-27,7.7,2.4,7.3,2.1,21,4.8,1.2,1,0,6,2.0,1.3,5,6.0,5,7
1055,IT,1,Hosteller,02/28/2025,,3.8,8.2,3.2,0,,1.4,0,1,12,0.2,1.9,6,,4,7
1055,IT,1,Hosteller,01-03-2025,,4.8,5.9,2.8,43,,3.0,1,2,9,0.0,1.4,7,,6,6
1055,IT,1,Hosteller,02-03-2025,7.9,3.5,10.1,4.5,0,2.1,0.9,3,1,8,0.5,4.5,10,6.0,4,6
1055,IT,1,Hosteller,03/03/2025,8.9,5.8,3.7,3.6,4,1.6,2.6,0,2,4,3.1,2.7,7,6.0,3,6
1055,IT,1,Hosteller,03/04/2025,6.2,5.5,5.1,3.2,9,4.2,0.7,1,1,7,1.9,1.6,8,5.0,7,7
1055,IT,1,Hosteller,03/05/2025,8.5,2.9,2.5,2.5,56,5.3,1.4,1,0,7,3.1,3.0,4,8.0,4,9
1055,IT,1,Hosteller,06/03/2025,5.8,4.4,6.1,4.0,10,0.3,1.5,0,1,6,2.0,1.3,7,6.0,6,9
1055,IT,1,Hosteller,03/07/2025,5.5,4.8,8.0,3.0,12,5.4,1.9,0,3,1,1.4,1.3,5,7.0,7,6
1055,IT,1,Hosteller,08/03/2025,6.2,3.2,7.1,3.2,7,5.8,1.2,2,1,2,2.1,3.6,9,5.0,7,7
1055,IT,1,Hosteller,09-03-2025,6.5,4.5,5.0,3.7,72,3.7,1.8,0,1,3,2.2,1.8,6,9.0,7,8
1055,IT,1,Hosteller,10-03-2025,4.2,3.8,4.5,4.5,60,3.9,1.7,2,1,14,1.9,0.1,7,6.0,9,6
1055,IT,1,Hosteller,2025-03-11,7.7,4.6,4.1,3.3,30,4.6,2.5,1,0,0,1.4,0.6,5,5.0,6,5
1055,IT,1,Hosteller,03/12/2025,6.4,8.7,5.6,3.0,7,1.9,0.0,2,2,13,0.5,2.6,10,1.0,9,6
1055,IT,1,Hosteller,13/03/2025,4.9,5.2,4.8,2.7,0,4.8,1.8,2,1,7,1.0,1.2,10,3.0,8,5
1055,IT,1,Hosteller,14/03/2025,5.6,6.8,5.5,2.4,49,3.0,1.5,2,1,14,0.7,3.6,10,3.0,7,8
1055,IT,1,Hosteller,03/15/2025,4.2,5.7,5.8,3.6,40,4.5,3.1,2,1,6,0.3,1.9,7,4.0,10,7
1055,IT,1,Hosteller,16/03/2025,5.7,4.9,3.2,2.9,54,1.1,2.1,1,2,6,0.0,2.1,9,3.0,10,7
1055,IT,1,Hosteller,2025-03-17,3.8,7.7,6.8,1.8,33,1.5,2.1,2,3,4,0.9,2.4,10,5.0,10,7
1055,IT,1,Hosteller,2025-03-18,8.1,8.3,4.2,3.3,23,6.0,2.4,1,0,6,1.3,2.9,10,1.0,4,6
1055,IT,1,Hosteller,2025-03-19,5.9,6.7,6.3,4.8,25,5.8,2.0,1,2,14,2.2,0.7,8,6.0,8,7
1055,IT,1,Hosteller,20-03-2025,6.4,7.1,5.5,2.8,47,3.0,2.5,3,1,6,1.9,3.0,10,5.0,7,4
1055,IT,1,Hosteller,21/03/2025,7.2,7.1,7.8,2.6,32,1.2,1.2,3,2,3,1.9,1.2,10,4.0,5,5
1055,IT,1,Hosteller,03/22/2025,4.1,7.3,6.7,4.3,5,5.1,0.0,3,2,4,1.4,1.5,10,4.0,9,9
1055,IT,1,Hosteller,23/03/2025,6.8,6.3,5.8,4.8,44,1.6,2.4,2,1,8,1.9,2.9,High,6.0,7,4
