student_id,department,year_of_study,residence_type,record_date,sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,class_attendance_hours,break_hours,assignments_due_count,tests_upcoming_count,submission_deadline_proximity,lab_hours,project_work_hours,stress_level,mood_score,fatigue_level,motivation_score,sleep_deficit,workload_index,distraction_ratio,recovery_balance,deadline_pressure_score,sleep_deficit_scaled,workload_index_scaled,distraction_ratio_scaled,recovery_balance_scaled,deadline_pressure_scaled,attendance_scaled,motivation_scaled,fatigue_scaled,stress_scaled,mood_scaled,productivity_score,burnout_risk_score,burnout_category,burnout_level_detailed,primary_trigger,suggested_action,academic_performance_index
1055,IT,1,Hosteller,2025-03-25,7.0,9.9,8.4,4.0,5,2.7,1.1,2,1,11,3.0,1.5,10.0,3.0,9,5,1.0,8.72,0.48,3.74,2,20.0,44.73192851427047,47.61904761904761,54.868421052631575,0.0,45.0,44.44444444444444,88.88888888888889,100.0,22.22222222222222,27.55,43.09,Moderate,Moderate,,,16.58
1055,IT,1,Hosteller,2025-03-26,7.3,3.9,2.7,0.8,25,3.6,1.3,0,2,10,0.4,3.3,9.0,6.0,6,6,0.7,5.89,0.3,4.04,4,14.000000000000004,29.63456921845826,29.629629629629626,62.5,25.0,60.0,55.55555555555556,55.55555555555556,88.88888888888889,55.55555555555556,28.52,30.88,Low,Low,,,27.45
1055,IT,1,Hosteller,2025-03-27,7.5,9.5,8.8,2.3,53,0.5,2.3,0,0,14,1.4,0.9,3.0,5.0,8,4,0.5,3.24,0.26,4.47,2,10.0,15.497465990930918,26.13636363636363,74.07894736842104,0.0,8.333333333333332,33.33333333333333,77.77777777777779,22.22222222222222,44.44444444444444,25.24,15.01,Low,Very Low,,,8.31
1055,IT,1,Hosteller,2025-03-28,6.1,7.3,7.1,3.8,9,0.7,2.4,0,0,11,0.4,1.5,7.0,3.0,7,7,1.9,2.55,0.54,3.58,2,38.00000000000001,11.816484395838891,53.52112676056338,50.39473684210526,0.0,11.666666666666666,66.66666666666666,66.66666666666666,66.66666666666666,22.22222222222222,23.5,31.49,Low,Low,,,14.66
1055,IT,1,Hosteller,2025-03-29,5.1,5.5,5.4,1.1,42,1.5,0.8,2,2,3,0.8,2.5,8.0,8.0,9,6,2.9,9.27,0.2,2.92,7,58.00000000000001,47.66604427847426,20.370370370370374,33.1578947368421,62.5,25.0,55.55555555555556,88.88888888888889,77.77777777777779,77.77777777777779,16.2,48.6,Moderate,Moderate,,,9.28
1055,IT,1,Hosteller,2025-03-30,6.7,5.3,4.0,3.6,52,2.2,2.8,0,3,0,2.2,3.6,10.0,4.0,8,6,1.3,8.64,0.9,4.17,10,25.999999999999996,44.305148039477196,90.0,66.05263157894737,100.0,36.66666666666667,55.55555555555556,77.77777777777779,100.0,33.33333333333333,18.88,54.2,Moderate,Moderate,,,13.69
1055,IT,1,Hosteller,2025-03-31,6.5,6.3,5.6,2.8,26,2.8,1.7,2,0,10,2.8,3.1,8.0,6.0,4,3,1.5,5.93,0.5,3.72,4,30.0,29.847959455854898,50.0,54.210526315789465,25.0,46.666666666666664,22.22222222222222,33.33333333333333,77.77777777777779,55.55555555555556,23.59,30.15,Low,Low,,,18.02
1056,CIVIL,4,Hosteller,2025-01-01,7.4,7.7,5.2,2.2,5,4.4,1.8,0,1,11,1.0,3.2,8.0,7.0,5,5,0.6,5.1,0.42,4.09,2,11.999999999999993,25.420112029874637,42.30769230769231,63.815789473684234,0.0,73.33333333333334,44.44444444444444,44.44444444444444,77.77777777777779,66.66666666666666,36.75,23.72,Low,Low,,,33.27
1056,CIVIL,4,Hosteller,2025-02-01,5.7,2.9,3.0,2.8,12,2.5,2.6,0,0,4,1.5,0.8,5.0,9.0,7,8,2.3,1.25,0.93,3.43,7,46.0,4.9079754601226995,93.33333333333333,46.578947368421055,62.5,41.66666666666667,77.77777777777779,66.66666666666666,44.44444444444444,88.88888888888889,20.16,33.71,Low,Low,,,22.99
1056,CIVIL,4,Hosteller,2025-01-03,7.4,4.8,8.1,3.7,0,2.4,1.7,1,1,10,0.0,2.8,9.0,7.0,5,8,0.6,5.5,0.46,4.04,4,11.999999999999993,27.554014403841027,45.67901234567901,62.63157894736842,25.0,40.0,77.77777777777779,44.44444444444444,88.88888888888889,66.66666666666666,30.17,29.15,Low,Low,,,28.75
1056,CIVIL,4,Hosteller,2025-01-04,5.1,5.3,5.7,2.2,61,3.8,0.8,3,0,4,0.5,2.7,7.0,6.0,8,7,2.9,6.7,0.39,3.02,7,58.00000000000001,33.982395305414784,38.59649122807018,35.6578947368421,62.5,63.33333333333333,66.66666666666666,77.77777777777779,66.66666666666666,55.55555555555556,26.49,44.78,Moderate,Moderate,,,26.18
1056,CIVIL,4,Hosteller,2025-01-05,6.7,4.7,4.5,1.1,31,2.3,2.6,0,2,9,0.2,3.9,7.0,7.0,7,7,1.3,6.22,0.24,4.03,4,25.999999999999996,31.39503867698053,24.444444444444446,62.236842105263165,25.0,38.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,26.8,29.59,Low,Low,,,22.67
1056,CIVIL,4,Hosteller,2025-01-06,7.0,7.8,5.2,4.9,43,3.9,2.1,0,1,0,0.7,3.6,7.0,7.0,8,7,1.0,5.16,0.94,4.14,10,20.0,25.766871165644172,94.23076923076923,65.13157894736842,100.0,65.0,66.66666666666666,77.77777777777779,66.66666666666666,66.66666666666666,31.95,42.3,Moderate,Moderate,,,28.76
1056,CIVIL,4,Hosteller,2025-01-07,7.6,5.5,5.9,3.5,7,5.6,2.6,1,0,12,0.4,4.1,10.0,3.0,6,7,0.4,4.03,0.59,4.36,2,8.000000000000007,19.71192317951454,59.32203389830508,70.92105263157896,0.0,93.33333333333333,66.66666666666666,55.55555555555556,100.0,22.22222222222222,39.71,31.36,Low,Low,,,41.87
1056,CIVIL,4,Hosteller,2025-08-01,6.0,8.4,7.7,4.3,42,5.1,3.4,0,0,10,1.0,3.3,6.0,7.0,5,8,2.0,3.33,0.56,3.89,4,40.0,15.977594025073355,55.84415584415584,58.684210526315795,25.0,85.0,77.77777777777779,44.44444444444444,55.55555555555556,66.66666666666666,45.17,26.52,Low,Low,,,45.52
1056,CIVIL,4,Hosteller,2025-01-09,6.4,3.3,6.3,3.3,69,4.3,2.3,1,1,6,0.8,2.7,6.0,9.0,3,6,1.6,5.15,0.52,4.0,4,31.999999999999996,25.68684982662044,52.38095238095239,61.71052631578947,25.0,71.66666666666667,55.55555555555556,22.22222222222222,55.55555555555556,88.88888888888889,31.43,21.53,Low,Low,,,35.65
1056,CIVIL,4,Hosteller,2025-01-10,6.0,4.4,2.8,2.8,38,2.6,2.6,2,0,8,0.3,3.2,8.0,6.0,4,7,2.0,5.0,1.0,3.71,4,40.0,24.913310216057617,100.0,53.94736842105263,25.0,43.333333333333336,66.66666666666666,33.33333333333333,77.77777777777779,55.55555555555556,23.75,35.08,Low,Low,,,25.64
1056,CIVIL,4,Hosteller,2025-11-01,5.0,4.0,10.1,3.5,13,3.0,0.3,3,2,14,0.4,1.8,10.0,2.0,8,7,3.0,10.12,0.35,2.62,2,60.0,52.20058682315285,34.65346534653466,25.39473684210526,0.0,50.0,66.66666666666666,77.77777777777779,100.0,11.11111111111111,18.94,51.18,Moderate,Moderate,,,19.57
1056,CIVIL,4,Hosteller,2025-12-01,7.8,8.3,4.1,2.5,52,1.9,2.5,1,1,2,2.1,3.9,10.0,5.0,7,4,0.2,7.08,0.61,4.66,10,4.0000000000000036,36.00960256068285,60.97560975609757,78.94736842105263,100.0,31.666666666666664,33.33333333333333,66.66666666666666,100.0,44.44444444444444,25.33,43.45,Moderate,Moderate,,,12.44
1056,CIVIL,4,Hosteller,2025-01-13,6.2,5.5,6.1,2.2,44,3.1,1.3,0,0,4,1.5,3.8,5.0,5.0,9,9,1.8,2.64,0.36,3.58,7,36.0,12.26993865030675,36.06557377049181,50.526315789473685,62.5,51.66666666666667,88.88888888888889,88.88888888888889,44.44444444444444,44.44444444444444,31.36,34.07,Low,Low,,,29.38
1056,CIVIL,4,Hosteller,2025-01-14,6.8,5.1,6.3,2.7,22,2.3,1.4,0,0,8,2.7,4.2,3.0,8.0,6,8,1.2,2.78,0.43,3.79,4,24.000000000000004,13.016804481194988,42.85714285714286,56.052631578947356,25.0,38.33333333333333,77.77777777777779,55.55555555555556,22.22222222222222,77.77777777777779,29.53,17.05,Low,Very Low,,,28.21
1056,CIVIL,4,Hosteller,2025-01-15,6.1,12.0,8.3,3.8,0,3.5,1.5,0,1,9,1.1,3.8,7.0,6.0,6,5,1.9,6.52,0.46,3.35,4,38.00000000000001,33.022139237129906,45.783132530120476,44.4736842105263,25.0,58.333333333333336,44.44444444444444,55.55555555555556,66.66666666666666,55.55555555555556,36.81,33.79,Low,Low,,,27.42
1056,CIVIL,4,Hosteller,2025-01-16,8.2,5.9,6.2,3.6,29,3.1,1.0,1,0,11,2.2,2.3,6.0,5.0,8,7,0.0,4.06,0.58,4.44,2,0.0,19.87196585756202,58.06451612903226,73.28947368421052,0.0,51.66666666666667,66.66666666666666,77.77777777777779,55.55555555555556,44.44444444444444,30.33,23.29,Low,Low,,,26.76
1056,CIVIL,4,Hosteller,2025-01-17,8.3,3.8,6.9,2.9,32,0.0,2.2,4,0,12,2.3,3.4,7.0,7.0,7,7,0.0,8.16,0.42,4.75,2,0.0,41.77113897039211,42.028985507246375,81.31578947368423,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,18.21,24.21,Low,Low,,,10.62
1056,CIVIL,4,Hosteller,2025-01-18,6.8,4.3,7.5,3.8,40,3.4,0.4,0,0,1,2.1,4.4,4.0,6.0,6,7,1.2,2.48,0.51,3.68,10,24.000000000000004,11.469725260069353,50.66666666666666,53.1578947368421,100.0,56.666666666666664,66.66666666666666,55.55555555555556,33.33333333333333,55.55555555555556,28.78,28.49,Low,Low,,,29.17
1056,CIVIL,4,Hosteller,2025-01-19,7.2,5.7,5.9,3.7,84,4.4,0.3,0,2,13,2.0,2.6,10.0,3.0,7,6,0.8,6.53,0.63,4.08,2,15.999999999999998,33.04881301680449,62.71186440677966,63.68421052631579,0.0,73.33333333333334,55.55555555555556,66.66666666666666,100.0,22.22222222222222,30.67,37.49,Low,Low,,,29.76
1056,CIVIL,4,Hosteller,2025-01-20,4.6,2.5,7.4,2.3,9,3.3,1.7,1,0,4,0.6,3.0,6.0,6.0,8,8,3.4,2.94,0.31,2.68,7,68.0,13.897039210456125,31.081081081081074,26.973684210526304,62.5,54.99999999999999,77.77777777777779,77.77777777777779,55.55555555555556,55.55555555555556,22.39,41.14,Moderate,Moderate,,,25.25
1056,CIVIL,4,Hosteller,2025-01-21,6.1,2.9,6.9,5.2,47,1.2,0.2,1,1,14,0.8,1.2,5.0,7.0,6,6,1.9,4.73,0.75,3.32,2,38.00000000000001,23.446252333955726,75.36231884057972,43.815789473684205,0.0,20.0,55.55555555555556,55.55555555555556,44.44444444444444,66.66666666666666,12.66,27.18,Low,Low,,,12.27
1056,CIVIL,4,Hosteller,2025-01-22,4.7,6.3,6.6,3.3,21,5.1,2.2,0,0,11,1.7,3.6,4.0,5.0,9,7,3.3,2.86,0.5,2.9,2,65.99999999999999,13.496932515337425,50.0,32.49999999999999,0.0,85.0,66.66666666666666,88.88888888888889,33.33333333333333,44.44444444444444,31.59,33.45,Low,Low,,,33.41
1056,CIVIL,4,Hosteller,2025-01-23,6.5,7.0,8.5,2.8,23,5.4,1.0,1,1,0,3.2,1.5,8.0,6.0,6,7,1.5,6.38,0.33,3.57,10,30.0,32.248599626567085,32.94117647058823,50.131578947368425,100.0,90.0,66.66666666666666,55.55555555555556,77.77777777777779,55.55555555555556,39.9,40.55,Moderate,Moderate,,,40.19
1056,CIVIL,4,Hosteller,2025-01-24,9.0,7.3,3.7,2.1,26,4.5,2.2,1,0,13,0.8,2.2,8.0,5.0,6,8,0.0,4.25,0.57,5.07,2,0.0,20.885569485196058,56.75675675675676,89.73684210526316,0.0,75.0,77.77777777777779,55.55555555555556,77.77777777777779,44.44444444444444,44.29,22.93,Low,Low,,,41.96
1056,CIVIL,4,Hosteller,2025-01-25,5.4,3.8,8.4,4.5,27,3.9,1.9,1,0,0,1.6,2.5,7.0,6.0,10,8,2.6,3.38,0.54,3.22,10,51.99999999999999,16.244331821819152,53.57142857142857,40.92105263157894,100.0,65.0,77.77777777777779,100.0,66.66666666666666,55.55555555555556,24.68,49.01,Moderate,Moderate,,,25.54
1056,CIVIL,4,Hosteller,2025-01-26,7.8,5.1,3.8,3.0,28,2.5,0.6,1,0,1,1.1,3.5,5.0,6.0,7,8,0.2,3.9,0.79,4.16,10,4.0000000000000036,18.991731128300884,78.94736842105263,65.7894736842105,100.0,41.66666666666667,77.77777777777779,66.66666666666666,44.44444444444444,55.55555555555556,27.24,31.55,Low,Low,,,25.68
1056,CIVIL,4,Hosteller,2025-01-27,6.9,3.7,7.2,5.4,70,0.2,1.5,0,2,8,1.0,3.3,8.0,6.0,5,8,1.1,5.92,0.75,4.1,4,21.999999999999993,29.794611896505742,75.0,64.21052631578947,25.0,3.3333333333333335,77.77777777777779,44.44444444444444,77.77777777777779,55.55555555555556,18.55,31.76,Low,Low,,,15.26
1056,CIVIL,4,Hosteller,2025-01-28,4.6,1.4,5.4,4.0,9,4.5,1.2,0,0,10,2.3,1.9,5.0,6.0,7,7,3.4,1.14,0.74,2.58,4,68.0,4.321152307281943,74.07407407407408,24.34210526315789,25.0,75.0,66.66666666666666,66.66666666666666,44.44444444444444,55.55555555555556,20.32,35.51,Low,Low,,,28.98
1056,CIVIL,4,Hosteller,2025-01-29,6.5,6.2,4.3,1.7,71,3.439635252554188,2.2,1,1,11,0.6,4.9,9.0,6.0,5,6,1.5,6.43,0.4,4.04,2,30.0,32.515337423312886,39.53488372093023,62.76315789473684,0.0,57.327254209236465,55.55555555555556,44.44444444444444,88.88888888888889,55.55555555555556,32.36,30.56,Low,Low,,,29.27
1056,CIVIL,4,Hosteller,2025-01-30,4.0,4.4,3.5,3.5,24,3.8,1.4,2,0,2,2.7,4.7,8.0,4.0,9,7,4.0,5.66,1.0,2.4,10,80.0,28.434249133102163,100.0,19.473684210526308,100.0,63.33333333333333,66.66666666666666,88.88888888888889,77.77777777777779,33.33333333333333,16.78,62.7,Moderate,Elevated,Deadline Pressure,Recommend deadline planning support,19.88
1056,CIVIL,4,Hosteller,2025-01-31,5.1,4.3,6.1,2.5,34,3.4,2.8,1,1,5,2.2,2.0,8.0,7.0,6,6,2.9,5.52,0.41,3.28,7,58.00000000000001,27.660709522539346,40.98360655737705,42.63157894736842,62.5,56.666666666666664,55.55555555555556,55.55555555555556,77.77777777777779,66.66666666666666,24.84,41.51,Moderate,Moderate,,,24.27
1056,CIVIL,4,Hosteller,2025-02-02,6.4,3.9,9.4,2.9,48,6.0,1.6,2,0,3,2.0,3.0,8.0,1.0,8,7,1.6,5.07,0.31,3.76,7,31.999999999999996,25.26006935182716,30.851063829787233,55.26315789473686,62.5,100.0,66.66666666666666,77.77777777777779,77.77777777777779,0.0,35.43,41.78,Moderate,Moderate,,,38.78
1056,CIVIL,4,Hosteller,2025-02-03,4.6,7.8,4.1,4.1,5,2.1,2.3,4,1,2,0.2,1.1,10.0,4.0,10,8,3.4,10.59,1.0,2.78,10,68.0,54.70792211256336,100.0,29.60526315789473,100.0,35.0,77.77777777777779,100.0,100.0,33.33333333333333,17.91,70.28,High,High,Stress,Recommend stress counseling,13.55
1056,CIVIL,4,Hosteller,2025-02-04,6.9,4.5,5.3,3.3,24,6.0,0.7,0,1,7,0.2,1.8,8.0,6.0,7,9,1.1,3.74,0.62,3.71,4,21.999999999999993,18.164843958388907,62.264150943396224,53.947368421052644,25.0,100.0,88.88888888888889,66.66666666666666,77.77777777777779,55.55555555555556,39.42,33.26,Low,Low,,,46.58
1056,CIVIL,4,Hosteller,2025-02-05,5.6,5.4,6.2,0.7,73,1.9,1.7,1,1,2,1.7,3.1,7.0,5.0,9,5,2.4,6.0,0.11,3.5,10,48.00000000000001,30.194718591624436,11.29032258064516,48.552631578947356,100.0,31.666666666666664,44.44444444444444,88.88888888888889,66.66666666666666,44.44444444444444,19.61,45.34,Moderate,Moderate,,,10.25
1056,CIVIL,4,Hosteller,2025-02-06,4.3,4.9,9.0,2.5,65,1.9,0.7,0,0,0,2.9,2.8,7.0,4.0,10,6,3.7,2.46,0.28,2.62,10,74.0,11.363030141371034,27.77777777777778,25.13157894736842,100.0,31.666666666666664,55.55555555555556,100.0,66.66666666666666,33.33333333333333,16.07,52.28,Moderate,Moderate,,,9.42
1056,CIVIL,4,Hosteller,2025-02-07,6.1,4.5,8.3,1.0,22,3.9,3.0,0,0,12,2.2,0.0,5.0,7.0,8,8,1.9,1.68,0.12,3.76,2,38.00000000000001,7.17524673246199,12.048192771084336,55.263157894736835,0.0,65.0,77.77777777777779,77.77777777777779,44.44444444444444,66.66666666666666,34.3,22.15,Low,Low,,,33.82
1056,CIVIL,4,Hosteller,2025-08-02,4.4,9.5,8.7,2.7,25,0.5,1.8,1,0,4,1.0,3.7,3.0,4.0,6,7,3.6,5.24,0.31,2.68,7,72.0,26.166977860762874,31.034482758620697,26.973684210526315,62.5,8.333333333333332,66.66666666666666,55.55555555555556,22.22222222222222,33.33333333333333,25.26,34.67,Low,Low,,,15.24
1056,CIVIL,4,Hosteller,2025-02-09,7.7,5.2,8.2,3.5,0,3.9,2.8,1,1,7,1.6,3.4,8.0,8.0,4,7,0.3,5.98,0.43,4.41,4,5.9999999999999964,30.114697252600703,42.6829268292683,72.36842105263158,25.0,65.0,66.66666666666666,33.33333333333333,77.77777777777779,77.77777777777779,36.53,22.96,Low,Low,,,36.74
1056,CIVIL,4,Hosteller,2025-02-10,6.0,4.6,1.6,1.6,32,3.1,1.4,1,2,13,0.4,1.6,7.0,5.0,6,7,2.0,7.26,1.0,3.44,2,40.0,36.94318484929315,100.0,46.84210526315789,0.0,51.66666666666667,66.66666666666666,55.55555555555556,66.66666666666666,44.44444444444444,21.65,36.96,Low,Low,,,24.58
1056,CIVIL,4,Hosteller,2025-02-11,6.5,2.1,6.9,1.4,50,3.439635252554188,0.1,1,1,1,1.0,4.2,8.0,6.0,5,6,1.5,5.12,0.2,3.52,10,30.0,25.526807148572956,20.289855072463766,48.94736842105263,100.0,57.327254209236465,55.55555555555556,44.44444444444444,77.77777777777779,55.55555555555556,24.8,36.78,Low,Low,,,26.0
1056,CIVIL,4,Hosteller,2025-12-02,5.9,1.2,4.1,2.9,14,6.0,1.3,1,1,1,0.9,2.2,7.0,6.0,8,8,2.1,4.44,0.71,3.28,10,41.99999999999999,21.872499333155517,70.73170731707317,42.63157894736842,100.0,100.0,77.77777777777779,77.77777777777779,66.66666666666666,55.55555555555556,27.63,45.89,Moderate,Moderate,,,37.86
1056,CIVIL,4,Hosteller,2025-02-13,4.9,1.8,3.0,2.9,76,2.6,2.6,2,0,1,1.1,3.2,7.0,6.0,7,6,3.1,4.35,0.97,3.35,10,61.999999999999986,21.392371299013078,96.66666666666667,44.473684210526315,100.0,43.333333333333336,55.55555555555556,66.66666666666666,66.66666666666666,55.55555555555556,12.74,49.36,Moderate,Moderate,,,14.8
1056,CIVIL,4,Hosteller,2025-02-14,7.8,6.1,9.0,1.8,17,6.0,2.9,2,2,1,0.5,3.9,8.0,5.0,6,9,0.2,9.68,0.2,4.56,10,4.0000000000000036,49.87996799146438,20.0,76.44736842105262,100.0,100.0,88.88888888888889,55.55555555555556,77.77777777777779,44.44444444444444,48.0,36.37,Low,Low,,,50.39
1056,CIVIL,4,Hosteller,2025-02-15,6.4,7.1,5.2,4.3,27,1.9,2.2,0,0,0,3.5,3.0,6.0,9.0,7,9,1.6,3.26,0.83,3.78,10,31.999999999999996,15.577487329954657,82.6923076923077,55.65789473684212,100.0,31.666666666666664,88.88888888888889,66.66666666666666,55.55555555555556,88.88888888888889,29.33,37.43,Low,Low,,,25.55
1056,CIVIL,4,Hosteller,2025-02-16,5.8,5.0,5.3,3.7,22,0.6,1.0,1,0,7,2.5,3.0,7.0,5.0,5,5,2.2,3.98,0.7,3.21,4,44.00000000000001,19.418511603094164,69.81132075471699,40.78947368421053,25.0,10.0,44.44444444444444,44.44444444444444,66.66666666666666,44.44444444444444,13.9,33.63,Low,Low,,,8.45
1056,CIVIL,4,Hosteller,2025-02-17,6.4,5.4,5.8,1.1,36,2.9,2.8,0,0,10,0.9,3.2,5.0,8.0,6,7,1.6,2.4,0.19,3.94,4,31.999999999999996,10.989597225926918,18.965517241379313,60.00000000000001,25.0,48.333333333333336,66.66666666666666,55.55555555555556,44.44444444444444,77.77777777777779,32.72,20.3,Low,Low,,,29.28
1056,CIVIL,4,Hosteller,2025-02-18,6.5,4.5,7.2,1.6,43,4.7,3.0,3,2,0,4.0,4.4,10.0,4.0,7,8,1.5,11.33,0.22,4.07,10,30.0,58.65564150440118,22.222222222222225,63.28947368421054,100.0,78.33333333333333,77.77777777777779,66.66666666666666,100.0,33.33333333333333,34.86,50.2,Moderate,Moderate,,,35.65
1056,CIVIL,4,Hosteller,2025-02-19,7.9,2.2,5.3,0.0,38,5.0,3.1,1,1,4,1.5,4.5,7.0,7.0,7,9,0.1,5.28,0.0,4.76,7,1.9999999999999927,26.407041877834093,0.0,81.57894736842107,62.5,83.33333333333334,88.88888888888889,66.66666666666666,66.66666666666666,66.66666666666666,40.42,24.96,Low,Low,,,43.6
1056,CIVIL,4,Hosteller,2025-02-20,5.8,2.5,6.2,2.9,6,5.1,1.9,2,0,10,2.1,4.4,6.0,6.0,6,6,2.2,4.94,0.47,3.31,4,44.00000000000001,24.59322485996266,46.774193548387096,43.42105263157894,25.0,85.0,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556,27.08,31.41,Low,Low,,,33.14
1056,CIVIL,4,Hosteller,2025-02-21,5.8,3.6,8.1,5.9,13,2.7,1.4,2,0,1,3.1,2.5,7.0,6.0,4,8,2.2,5.04,0.73,3.24,10,44.00000000000001,25.12670045345426,72.83950617283952,41.710526315789465,100.0,45.0,77.77777777777779,33.33333333333333,66.66666666666666,55.55555555555556,24.94,39.88,Low,Low,,,28.21
1056,CIVIL,4,Hosteller,2025-02-22,6.6,4.7,7.9,0.1,6,6.0,0.8,3,0,8,0.7,2.9,6.0,5.0,6,8,1.4,6.6,0.01,3.49,4,28.000000000000007,33.39557215257402,1.2658227848101267,48.1578947368421,25.0,100.0,77.77777777777779,55.55555555555556,55.55555555555556,44.44444444444444,41.85,26.63,Low,Low,,,46.98
1056,CIVIL,4,Hosteller,2025-02-23,7.9,2.5,5.4,2.4,25,3.9,1.1,1,0,6,1.9,2.3,4.0,6.0,5,10,0.1,3.0,0.44,4.3,4,1.9999999999999927,14.190450786876502,44.44444444444444,69.34210526315789,25.0,65.0,100.0,44.44444444444444,33.33333333333333,55.55555555555556,36.99,14.12,Low,Very Low,,,43.34
1056,CIVIL,4,Hosteller,2025-02-24,7.1,3.7,6.0,2.6,38,3.3,1.4,2,2,14,0.0,4.1,10.0,5.0,7,6,0.9,8.93,0.43,4.02,2,18.000000000000007,45.85222726060283,43.333333333333336,62.10526315789473,0.0,54.99999999999999,55.55555555555556,66.66666666666666,100.0,44.44444444444444,23.76,37.34,Low,Low,,,22.78
1056,CIVIL,4,Hosteller,2025-02-25,5.1,1.1,8.7,2.9,97,2.6,2.1,0,1,7,0.9,3.6,3.0,8.0,8,8,2.9,3.18,0.33,3.45,4,58.00000000000001,15.20405441451054,33.333333333333336,47.23684210526315,25.0,43.333333333333336,77.77777777777779,77.77777777777779,22.22222222222222,77.77777777777779,20.26,26.68,Low,Low,,,23.03
1056,CIVIL,4,Hosteller,2025-02-26,8.2,5.8,12.5,2.1,30,3.8,2.6,1,1,9,1.6,2.8,6.0,6.0,5,5,0.0,6.04,0.17,4.77,4,0.0,30.434782608695656,16.8,81.84210526315788,25.0,63.33333333333333,44.44444444444444,44.44444444444444,55.55555555555556,55.55555555555556,35.66,17.61,Low,Very Low,,,31.0
1056,CIVIL,4,Hosteller,2025-02-27,7.8,3.0,8.4,0.6,16,6.0,0.0,5,0,5,0.8,3.7,8.0,5.0,8,6,0.2,9.26,0.07,3.98,7,4.0000000000000036,47.612696719125104,7.142857142857142,61.05263157894737,62.5,100.0,55.55555555555556,77.77777777777779,77.77777777777779,44.44444444444444,32.98,36.01,Low,Low,,,36.27
1056,CIVIL,4,Hosteller,2025-02-28,7.3,3.9,3.3,2.6,0,2.5,1.7,0,3,10,2.5,1.8,7.0,8.0,4,8,0.7,7.9,0.79,3.99,4,14.000000000000004,40.384102427313955,78.7878787878788,61.3157894736842,25.0,41.66666666666667,77.77777777777779,33.33333333333333,66.66666666666666,77.77777777777779,26.22,27.52,Low,Low,,,29.06
1056,CIVIL,4,Hosteller,2025-03-01,6.5,6.8,6.8,3.6,42,3.439635252554188,1.2,0,0,5,2.4,2.8,7.0,6.0,9,5,1.5,2.96,0.53,3.7,7,30.0,14.003734329154444,52.94117647058824,53.68421052631579,62.5,57.327254209236465,44.44444444444444,88.88888888888889,66.66666666666666,55.55555555555556,25.88,38.31,Low,Low,,,19.56
1056,CIVIL,4,Hosteller,2025-03-03,5.5,7.9,9.4,3.4,26,1.6,1.5,6,2,6,1.6,3.7,10.0,7.0,7,7,2.5,16.35,0.36,3.18,4,50.0,85.4361162976794,36.170212765957444,39.99999999999999,25.0,26.666666666666668,66.66666666666666,66.66666666666666,100.0,66.66666666666666,22.28,51.7,Moderate,Moderate,,,15.96
1056,CIVIL,4,Hosteller,2025-03-04,6.3,8.2,5.2,3.5,49,2.7,1.7,3,0,5,0.9,1.7,10.0,4.0,7,6,1.7,7.44,0.67,3.74,7,34.0,37.87676713790344,67.3076923076923,54.60526315789473,62.5,45.0,55.55555555555556,66.66666666666666,100.0,33.33333333333333,27.52,48.11,Moderate,Moderate,,,20.52
1056,CIVIL,4,Hosteller,2025-03-05,5.8,4.7,3.9,3.9,34,3.7,2.3,2,1,12,0.5,1.8,7.0,6.0,8,7,2.2,6.84,1.0,3.53,2,44.00000000000001,34.729261136303016,100.0,49.210526315789465,0.0,61.66666666666667,66.66666666666666,77.77777777777779,66.66666666666666,55.55555555555556,22.12,40.1,Moderate,Moderate,,,24.71
1056,CIVIL,4,Hosteller,2025-06-03,8.0,6.9,6.4,2.4,64,4.7,1.2,4,1,0,2.0,0.0,10.0,5.0,7,6,0.0,10.37,0.37,4.56,10,0.0,53.53427580688184,37.49999999999999,76.31578947368422,100.0,78.33333333333333,55.55555555555556,66.66666666666666,100.0,44.44444444444444,36.35,43.9,Moderate,Moderate,,,32.36
1056,CIVIL,4,Hosteller,2025-07-03,6.5,3.8,5.5,4.9,8,3.439635252554188,1.6,2,0,13,1.0,3.2,7.0,6.0,2,9,1.5,4.93,0.89,3.61,2,30.0,24.51320352093892,89.0909090909091,51.31578947368421,0.0,57.327254209236465,88.88888888888889,11.11111111111111,66.66666666666666,55.55555555555556,32.18,24.38,Low,Low,,,39.82
1056,CIVIL,4,Hosteller,2025-03-08,5.8,6.7,9.3,1.3,20,4.9,1.3,5,1,11,1.7,3.0,10.0,1.0,7,8,2.2,12.36,0.14,3.26,2,44.00000000000001,64.17711389703922,13.978494623655912,42.10526315789474,0.0,81.66666666666667,77.77777777777779,66.66666666666666,100.0,0.0,36.66,46.16,Moderate,Moderate,,,37.52
1056,CIVIL,4,Hosteller,2025-03-09,5.6,10.0,6.1,4.1,33,6.0,1.6,3,0,0,3.5,0.3,9.0,5.0,5,8,2.4,8.09,0.67,3.28,10,48.00000000000001,41.34435849559884,67.21311475409836,42.76315789473684,100.0,100.0,77.77777777777779,44.44444444444444,88.88888888888889,44.44444444444444,46.03,49.4,Moderate,Moderate,,,47.28
